#{"t_start": 1669528629.1562078, "env_id": null}
r,l,t
12.5,1,239.978272
4.0,1,239.980267
9.5,1,239.98522
6.0,1,239.987215
-13,1,239.990207
5.0,1,239.992202
7.0,1,239.997223
4.0,1,239.999219
9.0,1,240.001199
6.0,1,240.00417
11.0,1,240.009166
9.5,1,240.012148
10.5,1,240.014142
4.5,1,240.016137
14.5,1,240.021167
-13,1,240.023146
6.0,1,240.026134
11.5,1,240.028127
5.0,1,240.033092
9.5,1,240.035087
8.5,1,240.037082
8.0,1,240.040073
6.0,1,240.045059
7.0,1,240.047088
1.5,1,240.050081
8.0,1,240.052041
11.0,1,240.057027
10.0,1,240.059024
3.5,1,240.06104
3.0,1,240.06404
8.5,1,240.069029
7.5,1,240.070996
6.5,1,240.074036
10.5,1,240.075978
6.0,1,240.080964
2.5,1,240.083956
7.5,1,240.085951
2.0,1,240.087947
10.0,1,240.092962
3.5,1,240.095957
3.5,1,240.097948
4.0,1,240.099943
5.5,1,240.104901
7.0,1,240.106895
6.0,1,240.109887
10.5,1,240.111882
4.0,1,240.116901
11.0,1,240.1189
8.0,1,240.121856
-10,1,240.123886
8.5,1,240.128837
8.0,1,240.130831
0.5,1,240.133822
6.0,1,240.135817
4.0,1,240.140834
14.5,1,240.1428
10.0,1,240.144794
4.0,1,240.147785
6.0,1,240.151775
7.5,1,240.15377
9.0,1,240.156817
8.5,1,240.158757
-13,1,240.163743
3.0,1,240.165738
10.0,1,240.167732
12.0,1,240.170724
9.0,1,240.175712
6.0,1,240.177706
5.0,1,240.180697
5.0,1,240.182693
7.5,1,240.187714
5.5,1,240.190671
2.5,1,240.192697
13.0,1,240.196687
13.5,1,240.200645
6.0,1,240.203637
9.0,1,240.205631
9.0,1,240.207626
8.0,1,240.212613
7.0,1,240.214608
0.0,1,240.216602
9.0,1,240.219594
10.5,1,240.223583
8.5,1,240.226575
7.5,1,240.22857
13.0,1,240.230565
10.5,1,240.235551
6.0,1,240.238548
4.5,1,240.240541
-13,1,240.242538
-13,1,240.247523
-13,1,240.249518
-13,1,240.252506
5.0,1,240.254501
5.0,1,240.259488
3.5,1,240.261482
7.0,1,240.264474
8.5,1,240.266469
5.0,1,240.271461
3.0,1,240.273453
7.0,1,240.276446
13.0,1,240.278435
8.0,1,240.28243
7.5,1,240.285422
4.0,1,240.287413
3.0,1,240.290404
-13,1,240.294394
3.0,1,240.29739
10.0,1,240.299385
7.0,1,240.30138
-13,1,240.307364
6.5,1,240.309356
5.0,1,240.312346
6.0,1,240.31434
7.5,1,240.31833
5.0,1,240.321324
7.5,1,240.324318
2.0,1,240.326313
8.5,1,240.331299
5.0,1,240.333294
11.5,1,240.336286
8.0,1,240.338278
5.5,1,240.34327
-11,1,240.345256
3.0,1,240.348253
10.0,1,240.350251
7.0,1,240.354235
10.0,1,240.357226
3.5,1,240.359221
3.0,1,240.362213
-10,1,240.366206
1.0,1,240.3682
5.5,1,240.37119
11.0,1,240.373235
5.5,1,240.378171
6.5,1,240.380165
12.0,1,240.38216
1.5,1,240.385152
10.0,1,240.389142
11.0,1,240.392133
-1.0,1,240.394127
10.0,1,240.39712
7.5,1,240.401109
11.0,1,240.403104
7.5,1,240.406095
-13,1,240.408142
5.5,1,240.413116
10.0,1,240.415107
2.5,1,240.417096
6.0,1,240.420088
5.0,1,240.425093
7.0,1,240.428038
8.0,1,240.430032
4.0,1,240.433024
10.5,1,240.437013
6.0,1,240.440004
4.5,1,240.442
11.5,1,240.444996
10.5,1,240.448981
6.0,1,240.451973
5.0,1,240.453968
3.5,1,240.455963
5.0,1,240.460978
9.0,1,240.462966
3.0,1,240.465969
5.0,1,240.467964
9.5,1,240.47294
9.0,1,240.474964
5.0,1,240.477904
6.5,1,240.479934
2.5,1,240.483924
7.5,1,240.486917
3.5,1,240.488907
9.5,1,240.490893
-13,1,240.495885
7.0,1,240.497879
5.0,1,240.500872
3.0,1,240.502867
9.5,1,240.507409
7.0,1,240.510379
5.0,1,240.512341
2.0,1,240.514367
9.0,1,240.519356
4.5,1,240.52235
7.5,1,240.524344
-13,1,240.527334
9.0,1,240.531294
13.5,1,240.534314
8.5,1,240.536309
13.0,1,240.539267
12.5,1,240.544255
7.0,1,240.546249
-13,1,240.549265
-13,1,240.551271
10.5,1,240.556256
4.0,1,240.559216
6.0,1,240.562207
9.5,1,240.56424
8.5,1,240.569212
-13,1,240.571183
6.5,1,240.574229
8.0,1,240.576204
5.0,1,240.581189
7.5,1,240.583186
8.5,1,240.586177
11.5,1,240.588139
-13,1,240.593156
-10,1,240.59515
7.5,1,240.597145
9.0,1,240.600137
7.5,1,240.604097
7.0,1,240.607087
2.0,1,240.609082
7.0,1,240.612073
-13,1,240.616097
6.0,1,240.619088
11.0,1,240.621052
7.5,1,240.624076
8.5,1,240.629029
7.5,1,240.631054
8.5,1,240.633041
7.5,1,240.636035
9.0,1,240.640035
6.5,1,240.642992
11.0,1,240.64502
2.0,1,240.64801
7.5,1,240.652002
6.0,1,240.654991
11.0,1,240.657986
6.0,1,240.659979
8.5,1,240.664968
8.0,1,240.667961
9.0,1,240.669955
5.5,1,240.672913
5.0,1,240.677902
10.5,1,240.680915
3.5,1,240.682912
3.0,1,240.684905
4.5,1,240.689904
7.0,1,240.691899
1.5,1,240.694883
2.0,1,240.696884
1.0,1,240.700876
1.0,1,240.703861
3.5,1,240.705824
9.0,1,240.70785
8.5,1,240.712831
1.5,1,240.714844
5.5,1,240.717826
4.0,1,240.719811
5.0,1,240.724777
5.5,1,240.726773
6.5,1,240.729765
9.5,1,240.731759
5.0,1,240.735777
8.0,1,240.738737
-13,1,240.740734
8.0,1,240.743755
8.0,1,240.74775
2.5,1,240.750746
6.5,1,240.752736
3.5,1,240.754726
2.5,1,240.759725
3.0,1,240.762697
7.5,1,240.764707
5.0,1,240.7667
5.5,1,240.771674
7.5,1,240.774639
6.5,1,240.776634
-11,1,240.779626
2.5,1,240.783651
5.5,1,240.786642
8.0,1,240.788604
7.0,1,240.791596
7.5,1,240.796616
-13,1,240.798608
1.5,1,240.801602
5.5,1,240.803598
7.0,1,240.808584
4.5,1,240.811545
9.5,1,240.813568
11.5,1,240.815565
2.5,1,240.820518
9.5,1,240.823513
2.0,1,240.825508
9.0,1,240.827503
10.0,1,240.832489
8.5,1,240.834511
11.5,1,240.837474
5.5,1,240.840465
-11,1,240.84549
10.5,1,240.84849
10.0,1,240.850477
0.0,1,240.852457
9.5,1,240.857455
7.5,1,240.860437
7.0,1,240.862427
6.5,1,240.864436
3.5,1,240.869412
6.5,1,240.871383
-0.5,1,240.874406
11.0,1,240.876401
4.0,1,240.881355
4.0,1,240.883349
9.0,1,240.886341
7.0,1,240.888336
9.0,1,240.893357
9.0,1,240.895351
7.0,1,240.898346
10.0,1,240.900339
-0.5,1,240.905291
8.0,1,240.907321
5.5,1,240.909282
7.5,1,240.912306
2.5,1,240.917303
10.0,1,240.919289
4.5,1,240.922253
3.5,1,240.924275
7.0,1,240.92926
8.5,1,240.931261
6.0,1,240.93425
11.5,1,240.936243
10.5,1,240.94123
6.0,1,240.943228
7.5,1,240.945216
10.5,1,240.948217
8.5,1,240.952198
12.5,1,240.955158
-13,1,240.957207
7.0,1,240.959148
7.0,1,240.964165
8.0,1,240.966158
3.0,1,240.969151
8.5,1,240.971145
5.0,1,240.976102
9.0,1,240.978127
-10,1,240.98112
5.5,1,240.983113
7.0,1,240.987103
8.5,1,240.990108
5.5,1,240.992094
4.5,1,240.995075
5.0,1,241.000041
10.0,1,241.002037
9.5,1,241.005049
3.0,1,241.007024
8.5,1,241.01201
7.0,1,241.014005
10.0,1,241.017026
2.5,1,241.019019
3.5,1,241.023976
13.0,1,241.026972
-13,1,241.029966
13.0,1,241.03295
5.0,1,241.036971
7.5,1,241.038964
8.0,1,241.04193
6.5,1,241.044926
5.5,1,241.048912
10.5,1,241.050906
15.0,1,241.053926
7.0,1,241.055889
8.5,1,241.060879
-13,1,241.063872
5.0,1,241.065866
7.0,1,241.067862
-13,1,241.072845
2.0,1,241.074875
-13,1,241.077853
-1.5,1,241.07986
5.5,1,241.084847
11.0,1,241.086807
7.0,1,241.088845
8.0,1,241.091825
2.5,1,241.09681
12.0,1,241.098806
4.0,1,241.100799
3.0,1,241.102764
8.5,1,241.107754
-11,1,241.110766
5.0,1,241.113758
9.0,1,241.115752
8.5,1,241.121758
-13,1,241.123734
12.0,1,241.126733
9.5,1,241.128731
4.5,1,241.132721
10.5,1,241.135707
9.5,1,241.139695
5.0,1,241.142657
7.0,1,241.147643
3.0,1,241.149638
10.5,1,241.15263
5.0,1,241.154625
7.0,1,241.159612
11.5,1,241.162635
4.5,1,241.164633
5.0,1,241.166616
2.0,1,241.17158
9.5,1,241.174575
4.0,1,241.1766
3.5,1,241.178605
9.0,1,241.183578
5.0,1,241.185584
5.0,1,241.188534
9.0,1,241.190559
7.5,1,241.19554
11.5,1,241.198544
9.5,1,241.200537
3.5,1,241.202534
-13,1,241.207531
4.5,1,241.209479
-13,1,241.211499
8.5,1,241.214504
9.5,1,241.218495
8.5,1,241.221481
1.5,1,241.223479
7.0,1,241.226466
8.5,1,241.231456
6.5,1,241.233449
9.5,1,241.235435
2.5,1,241.238427
7.5,1,241.243393
6.0,1,241.245388
4.5,1,241.248379
5.5,1,241.250394
9.0,1,241.254358
7.0,1,241.25735
3.0,1,241.259345
3.0,1,241.262372
4.5,1,241.266361
6.0,1,241.268355
8.0,1,241.271345
5.0,1,241.27334
-10,1,241.279296
8.5,1,241.28132
10.5,1,241.284311
3.0,1,241.286306
11.0,1,241.291294
11.5,1,241.294256
6.0,1,241.296248
5.5,1,241.29927
8.0,1,241.30326
6.0,1,241.306221
10.5,1,241.308218
8.5,1,241.31121
4.0,1,241.3152
5.5,1,241.318213
10.0,1,241.320213
6.5,1,241.323206
-13,1,241.328161
11.0,1,241.331153
7.5,1,241.333148
6.0,1,241.335142
13.5,1,241.34013
10.5,1,241.343121
-10,1,241.345115
6.0,1,241.34711
2.5,1,241.352097
14.0,1,241.354091
8.0,1,241.357118
9.0,1,241.359112
-13,1,241.364098
7.5,1,241.366092
7.0,1,241.369086
11.5,1,241.371081
10.0,1,241.376033
9.0,1,241.379025
6.0,1,241.38102
9.0,1,241.383014
8.5,1,241.388034
10.5,1,241.391027
5.5,1,241.39401
6.0,1,241.396014
5.0,1,241.400999
5.5,1,241.402961
4.5,1,241.405954
8.5,1,241.407948
1.5,1,241.412936
2.0,1,241.415927
3.0,1,241.417922
8.5,1,241.420914
6.0,1,241.425904
3.5,1,241.428892
8.5,1,241.431884
4.5,1,241.433878
9.0,1,241.438866
11.0,1,241.441861
8.5,1,241.444852
-13,1,241.446849
5.5,1,241.451832
8.5,1,241.454823
13.0,1,241.457821
8.0,1,241.45981
5.0,1,241.464797
9.0,1,241.467788
5.5,1,241.469787
-13,1,241.472776
11.0,1,241.477766
4.5,1,241.480756
8.0,1,241.483752
5.0,1,241.485745
1.5,1,241.490728
3.5,1,241.49372
5.5,1,241.495714
0.0,1,241.498705
8.5,1,241.503692
10.0,1,241.506713
-13,1,241.509677
12.5,1,241.511671
5.0,1,241.517659
10.0,1,241.51965
8.5,1,241.523643
5.0,1,241.526633
3.5,1,241.531618
4.5,1,241.53461
7.5,1,241.536604
1.5,1,241.538599
4.0,1,241.544588
10.5,1,241.547581
6.0,1,241.549574
10.5,1,241.552566
9.5,1,241.556557
5.5,1,241.559551
10.0,1,241.562536
7.5,1,241.564531
8.0,1,241.569518
11.0,1,241.571512
15.0,1,241.574508
12.5,1,241.5775
6.0,1,241.582481
7.0,1,241.584481
5.5,1,241.586472
4.0,1,241.589463
10.0,1,241.594455
5.0,1,241.59645
9.0,1,241.599452
9.5,1,241.601437
6.0,1,241.607416
11.5,1,241.60941
10.5,1,241.613399
13.0,1,241.616391
5.5,1,241.621382
7.5,1,241.624371
5.0,1,241.627363
10.0,1,241.629358
8.0,1,241.635341
0.5,1,241.638333
9.5,1,241.640328
8.0,1,241.643321
4.0,1,241.648311
8.5,1,241.650305
4.5,1,241.653297
10.5,1,241.655288
3.5,1,241.660279
7.5,1,241.662273
-13,1,241.665265
6.0,1,241.667259
4.5,1,241.671246
1.0,1,241.67427
8.0,1,241.676268
4.5,1,241.679223
6.0,1,241.683213
0.5,1,241.685207
9.5,1,241.688199
5.5,1,241.690232
6.0,1,241.695204
10.5,1,241.698211
10.5,1,241.700199
5.0,1,241.702202
2.5,1,241.707203
7.0,1,241.710175
5.0,1,241.713164
4.5,1,241.715166
5.5,1,241.719156
6.0,1,241.722134
7.0,1,241.724135
7.0,1,241.727128
1.0,1,241.732117
5.5,1,241.734112
9.5,1,241.736104
9.0,1,241.739089
9.5,1,241.744083
8.0,1,241.747071
10.5,1,241.74907
7.0,1,241.751063
5.5,1,241.756019
7.5,1,241.758047
5.5,1,241.761041
7.0,1,241.763004
10.5,1,241.766995
7.0,1,241.769007
10.0,1,241.771977
4.5,1,241.775018
3.5,1,241.778957
10.0,1,241.781949
7.5,1,241.783943
10.0,1,241.785938
2.0,1,241.790975
5.0,1,241.792944
5.5,1,241.794939
2.5,1,241.79794
10.0,1,241.80193
7.5,1,241.804895
7.5,1,241.806915
5.0,1,241.808913
4.5,1,241.813864
8.5,1,241.815859
12.5,1,241.817853
-13,1,241.820845
9.5,1,241.824885
6.5,1,241.827857
5.0,1,241.829839
2.5,1,241.831847
8.5,1,241.836833
4.5,1,241.838831
7.5,1,241.841839
10.0,1,241.843818
-13,1,241.848806
1.5,1,241.850813
8.0,1,241.852794
9.0,1,241.855752
4.5,1,241.859784
10.5,1,241.862777
10.0,1,241.864762
11.5,1,241.866759
6.0,1,241.871744
2.5,1,241.874702
2.0,1,241.877698
7.5,1,241.879694
3.5,1,241.883702
10.0,1,241.886705
12.0,1,241.888688
6.5,1,241.89166
9.0,1,241.895645
11.5,1,241.898637
0.0,1,241.900632
8.5,1,241.902626
6.0,1,241.907645
7.5,1,241.910642
9.0,1,241.91363
9.0,1,241.915629
5.0,1,241.919612
4.5,1,241.922575
7.0,1,241.92462
7.0,1,241.927585
10.5,1,241.931586
6.5,1,241.934582
10.5,1,241.936579
1.0,1,241.938532
12.0,1,241.943518
2.5,1,241.945516
4.0,1,241.948538
7.0,1,241.950535
13.0,1,241.954526
6.5,1,241.957504
9.5,1,241.959525
2.5,1,241.962502
7.5,1,241.966494
9.5,1,241.968481
5.5,1,241.971468
7.0,1,241.973439
11.0,1,241.978449
4.5,1,241.981422
7.5,1,241.983415
4.5,1,241.985409
6.0,1,241.989396
9.5,1,241.992392
-13,1,241.995384
2.5,1,241.998377
1.5,1,242.002364
-10,1,242.004359
5.5,1,242.007352
12.0,1,242.009345
4.0,1,242.014333
7.0,1,242.016327
8.5,1,242.019339
13.0,1,242.021311
-13,1,242.0253
5.0,1,242.028323
8.0,1,242.030319
10.0,1,242.033317
8.0,1,242.037291
11.0,1,242.039286
14.0,1,242.042308
0.5,1,242.044249
4.0,1,242.049235
6.5,1,242.051229
13.0,1,242.053224
7.5,1,242.056251
7.5,1,242.060206
8.0,1,242.063237
10.0,1,242.065226
6.5,1,242.067221
11.0,1,242.072174
12.5,1,242.074203
10.0,1,242.077192
3.5,1,242.079186
7.0,1,242.083179
5.5,1,242.086172
9.0,1,242.088133
7.0,1,242.091158
8.5,1,242.095118
10.5,1,242.098136
9.0,1,242.100131
12.5,1,242.102119
7.0,1,242.108078
6.0,1,242.110073
9.5,1,242.113072
11.0,1,242.11606
5.5,1,242.12008
7.0,1,242.122064
7.0,1,242.125037
3.5,1,242.127028
5.0,1,242.131054
-13,1,242.134045
5.5,1,242.136037
10.5,1,242.138022
6.5,1,242.142989
-10,1,242.144984
6.5,1,242.147972
1.5,1,242.149989
6.5,1,242.153983
6.0,1,242.156956
12.5,1,242.158947
2.5,1,242.161958
2.0,1,242.165962
10.5,1,242.167957
7.5,1,242.170947
10.5,1,242.172906
3.0,1,242.177891
5.5,1,242.179886
-10,1,242.18188
10.5,1,242.184873
5.0,1,242.188863
4.5,1,242.191909
10.5,1,242.193849
11.5,1,242.195876
6.5,1,242.200868
10.0,1,242.203826
11.0,1,242.205821
-13,1,242.208813
12.5,1,242.212809
2.5,1,242.215794
2.5,1,242.21882
10.0,1,242.221811
8.0,1,242.226761
8.5,1,242.230792
-13,1,242.23278
11.0,1,242.23577
1.0,1,242.239758
10.0,1,242.242719
11.0,1,242.245714
4.0,1,242.24771
9.5,1,242.251729
4.5,1,242.254725
13.0,1,242.256681
12.5,1,242.258725
8.5,1,242.263663
5.0,1,242.266654
8.0,1,242.268649
9.0,1,242.270643
10.0,1,242.275664
6.5,1,242.278654
7.0,1,242.281649
8.5,1,242.283662
5.0,1,242.287635
3.0,1,242.289617
3.0,1,242.29264
10.5,1,242.294605
7.5,1,242.2996
7.5,1,242.301595
8.0,1,242.303557
5.0,1,242.306582
1.5,1,242.310538
1.5,1,242.313535
2.0,1,242.316521
8.5,1,242.318515
10.5,1,242.322506
5.5,1,242.32555
-11,1,242.327492
5.5,1,242.330521
0.5,1,242.335508
5.5,1,242.337499
6.0,1,242.340487
4.0,1,242.343485
1.5,1,242.348436
9.0,1,242.35043
4.5,1,242.353422
5.5,1,242.355417
4.5,1,242.359408
1.5,1,242.3624
8.0,1,242.365391
8.0,1,242.367386
0.5,1,242.371376
5.5,1,242.374418
8.0,1,242.376412
3.0,1,242.378382
10.0,1,242.383377
7.0,1,242.385371
4.0,1,242.387368
-13,1,242.390375
-13,1,242.395325
6.5,1,242.397344
12.5,1,242.399341
7.0,1,242.401328
7.5,1,242.406314
5.5,1,242.408326
7.0,1,242.411269
8.0,1,242.413263
7.5,1,242.418286
8.0,1,242.42028
6.5,1,242.423251
-13,1,242.425255
6.5,1,242.430251
6.5,1,242.432245
7.0,1,242.43524
3.0,1,242.437235
-13,1,242.441221
3.0,1,242.444214
4.5,1,242.446199
3.5,1,242.4492
9.5,1,242.453187
3.0,1,242.455182
3.0,1,242.458174
8.0,1,242.460182
10.5,1,242.465129
9.5,1,242.467123
9.5,1,242.469115
9.0,1,242.472137
13.0,1,242.477095
2.0,1,242.480085
4.5,1,242.482104
5.0,1,242.484097
10.5,1,242.489087
8.5,1,242.491063
8.5,1,242.494048
7.5,1,242.496042
10.5,1,242.501033
10.0,1,242.504025
10.0,1,242.506015
10.0,1,242.508017
2.5,1,242.513
5.0,1,242.514996
8.0,1,242.518015
12.0,1,242.520012
10.5,1,242.523996
12.0,1,242.526984
8.5,1,242.528986
2.0,1,242.531977
11.5,1,242.535965
11.5,1,242.538926
6.0,1,242.540922
8.5,1,242.543914
8.0,1,242.5489
8.5,1,242.550895
8.0,1,242.553887
-12,1,242.555882
10.0,1,242.560869
11.0,1,242.562867
10.5,1,242.565861
5.0,1,242.567885
4.0,1,242.571878
-10,1,242.574863
5.5,1,242.576869
4.5,1,242.579853
6.0,1,242.584842
4.5,1,242.586836
7.0,1,242.588826
5.0,1,242.59182
5.5,1,242.595784
8.5,1,242.598801
5.5,1,242.600798
12.0,1,242.602801
8.5,1,242.60778
4.0,1,242.610735
8.0,1,242.613767
6.0,1,242.615759
7.5,1,242.620743
8.5,1,242.622712
4.0,1,242.624731
8.0,1,242.627691
8.0,1,242.631714
7.0,1,242.634706
-13,1,242.6367
6.5,1,242.639659
12.5,1,242.643671
4.5,1,242.64664
-11,1,242.648638
10.0,1,242.65163
3.5,1,242.65562
5.0,1,242.657614
6.0,1,242.659608
6.0,1,242.662604
0.0,1,242.66662
6.0,1,242.669612
5.5,1,242.671573
8.5,1,242.674565
-13,1,242.680582
7.5,1,242.682577
5.5,1,242.684562
4.0,1,242.687564
7.5,1,242.691576
7.0,1,242.694545
6.0,1,242.696538
4.5,1,242.699547
-13,1,242.70352
8.0,1,242.706484
10.5,1,242.709476
-10,1,242.712469
4.5,1,242.716452
8.0,1,242.718447
9.5,1,242.721439
0.5,1,242.723434
6.5,1,242.728453
5.5,1,242.731447
7.0,1,242.73344
10.0,1,242.735434
6.0,1,242.740391
10.5,1,242.742434
8.0,1,242.745402
6.5,1,242.747396
0.5,1,242.751395
6.0,1,242.754388
8.0,1,242.756381
7.5,1,242.759375
6.5,1,242.764325
-13,1,242.76636
-13,1,242.768352
4.5,1,242.770343
11.0,1,242.775332
10.0,1,242.777291
2.5,1,242.780283
8.5,1,242.783278
4.0,1,242.7873
-10,1,242.789259
11.5,1,242.792254
6.5,1,242.794246
-10,1,242.799235
8.5,1,242.801232
8.0,1,242.803245
9.5,1,242.806214
9.0,1,242.810207
9.0,1,242.812202
10.0,1,242.815194
2.5,1,242.817185
4.0,1,242.821173
6.5,1,242.82417
3.5,1,242.826159
9.5,1,242.829184
-13,1,242.834139
8.5,1,242.836171
1.0,1,242.839166
5.0,1,242.841153
8.0,1,242.84511
4.0,1,242.848105
7.0,1,242.852127
3.5,1,242.856103
-10,1,242.861067
10.0,1,242.86406
5.5,1,242.866059
3.5,1,242.86905
-13,1,242.873034
2.5,1,242.875029
-13,1,242.878022
10.5,1,242.880016
8.5,1,242.885033
7.0,1,242.887028
3.0,1,242.888993
5.0,1,242.892034
-10,1,242.896005
9.5,1,242.898999
6.5,1,242.900996
3.0,1,242.902979
-10,1,242.907978
3.0,1,242.909973
2.5,1,242.912929
7.5,1,242.914922
10.5,1,242.919909
6.5,1,242.921904
-13,1,242.923949
6.5,1,242.926941
-1.0,1,242.930915
7.0,1,242.933907
6.5,1,242.935901
-13,1,242.938883
6.0,1,242.942855
-13,1,242.945842
8.0,1,242.948882
6.5,1,242.951861
5.5,1,242.955815
4.5,1,242.957844
8.0,1,242.960801
5.0,1,242.963792
3.0,1,242.967781
5.5,1,242.969776
9.5,1,242.972769
7.5,1,242.974813
12.0,1,242.979782
-13,1,242.981788
-10,1,242.983773
7.5,1,242.986768
6.0,1,242.990749
-10,1,242.993765
-10,1,242.995738
6.0,1,242.998736
9.5,1,243.002718
9.0,1,243.004717
6.0,1,243.007683
3.5,1,243.009674
4.0,1,243.014657
9.0,1,243.017652
6.0,1,243.019667
-11,1,243.021638
3.0,1,243.02663
2.5,1,243.02862
7.0,1,243.031611
3.5,1,243.034607
8.0,1,243.038596
12.0,1,243.040588
7.5,1,243.043582
3.0,1,243.04558
5.0,1,243.050565
6.0,1,243.052559
9.5,1,243.054574
5.0,1,243.057541
8.0,1,243.061532
9.5,1,243.064523
7.0,1,243.066545
8.5,1,243.069546
10.5,1,243.074533
9.5,1,243.077508
11.0,1,243.079482
7.0,1,243.082521
6.5,1,243.086465
5.0,1,243.089456
5.0,1,243.091451
7.5,1,243.093446
6.0,1,243.098468
6.0,1,243.100463
6.0,1,243.103454
5.5,1,243.105438
-13,1,243.109453
6.0,1,243.112421
8.5,1,243.114416
9.0,1,243.117419
9.0,1,243.121407
-13,1,243.123392
11.0,1,243.126362
6.5,1,243.128353
1.5,1,243.133343
6.0,1,243.135338
8.0,1,243.138351
10.5,1,243.140347
9.0,1,243.145308
5.5,1,243.148299
1.0,1,243.150299
7.0,1,243.153318
5.0,1,243.157308
4.0,1,243.159273
10.0,1,243.163264
4.5,1,243.165259
9.0,1,243.169281
6.0,1,243.171292
2.0,1,243.174231
12.0,1,243.17626
10.0,1,243.181212
3.0,1,243.183239
3.5,1,243.186232
8.5,1,243.188228
3.0,1,243.193215
6.0,1,243.196175
12.0,1,243.19817
-10,1,243.201159
4.0,1,243.205171
10.5,1,243.207175
7.5,1,243.210183
4.0,1,243.213156
9.0,1,243.217147
-10,1,243.22014
5.0,1,243.222133
11.0,1,243.224135
6.0,1,243.229084
-13,1,243.232075
-10,1,243.23407
6.5,1,243.236064
7.0,1,243.241105
2.5,1,243.243096
9.5,1,243.246081
1.0,1,243.248032
8.0,1,243.253053
10.0,1,243.255039
7.5,1,243.25706
7.0,1,243.260035
8.0,1,243.263991
11.0,1,243.26702
10.5,1,243.269014
4.0,1,243.271005
10.0,1,243.275993
-13,1,243.277954
6.5,1,243.280977
9.5,1,243.282976
3.0,1,243.286969
-10,1,243.289922
5.5,1,243.291919
6.5,1,243.293941
3.5,1,243.298901
8.0,1,243.300895
-1.0,1,243.303917
4.5,1,243.305882
11.0,1,243.311863
8.5,1,243.313857
7.0,1,243.316853
12.0,1,243.318848
4.5,1,243.322865
7.5,1,243.325829
10.5,1,243.327821
1.5,1,243.330837
10.0,1,243.334836
8.0,1,243.336831
11.5,1,243.33982
9.0,1,243.341791
6.5,1,243.346774
4.0,1,243.349785
4.5,1,243.35178
12.5,1,243.354782
8.0,1,243.358737
10.0,1,243.36173
7.0,1,243.363762
6.0,1,243.366739
4.5,1,243.370744
7.0,1,243.372728
6.0,1,243.375726
12.0,1,243.377691
10.0,1,243.382677
3.5,1,243.38567
-10,1,243.387683
9.0,1,243.389686
13.5,1,243.394641
12.0,1,243.396663
6.0,1,243.399662
12.5,1,243.401657
2.0,1,243.405638
11.0,1,243.40864
4.5,1,243.410635
11.5,1,243.413614
3.0,1,243.417581
4.0,1,243.420604
7.0,1,243.422601
2.0,1,243.424562
5.5,1,243.430546
-13,1,243.433538
5.5,1,243.435533
7.5,1,243.437528
4.5,1,243.442547
10.0,1,243.444509
6.5,1,243.447501
8.0,1,243.449529
5.0,1,243.454519
9.5,1,243.456501
5.0,1,243.458505
-13,1,243.461463
7.0,1,243.465476
7.0,1,243.468481
3.5,1,243.470478
10.5,1,243.472458
-13,1,243.47742
3.5,1,243.479415
7.5,1,243.482407
7.5,1,243.484401
9.5,1,243.488391
4.5,1,243.491437
3.5,1,243.493429
11.5,1,243.496404
8.5,1,243.50139
4.5,1,243.503388
13.5,1,243.505346
5.0,1,243.508389
10.0,1,243.513356
3.5,1,243.515356
6.5,1,243.517341
7.5,1,243.520343
7.0,1,243.524346
9.0,1,243.526332
8.5,1,243.52932
1.5,1,243.532278
4.0,1,243.536298
4.0,1,243.538294
8.0,1,243.54026
8.0,1,243.543276
6.5,1,243.548236
8.5,1,243.551228
5.0,1,243.553241
8.5,1,243.555238
6.0,1,243.560232
13.0,1,243.563191
10.0,1,243.565191
9.0,1,243.567184
7.5,1,243.572168
8.0,1,243.574179
7.0,1,243.577188
8.0,1,243.579172
7.5,1,243.584135
8.5,1,243.586129
9.0,1,243.588124
1.0,1,243.591117
9.5,1,243.595107
2.0,1,243.598123
11.5,1,243.60013
-11,1,243.603118
4.0,1,243.607074
7.0,1,243.609068
3.5,1,243.61206
8.0,1,243.614055
8.0,1,243.619076
7.5,1,243.621071
-13,1,243.623055
-13,1,243.626073
10.0,1,243.630064
10.0,1,243.633039
10.0,1,243.635039
15.0,1,243.638029
-13,1,243.641994
4.5,1,243.644973
8.5,1,243.646971
8.5,1,243.649963
6.0,1,243.653948
7.5,1,243.65694
5.5,1,243.658935
2.0,1,243.66093
2.5,1,243.665917
6.5,1,243.667943
10.5,1,243.670938
4.5,1,243.673919
8.0,1,243.678904
10.5,1,243.680882
11.5,1,243.683892
7.5,1,243.685898
8.0,1,243.689883
2.5,1,243.692879
3.5,1,243.69484
5.5,1,243.697831
8.0,1,243.70182
3.5,1,243.704812
8.5,1,243.706807
3.0,1,243.708858
7.0,1,243.713814
6.0,1,243.716815
3.0,1,243.71881
10.5,1,243.720806
7.0,1,243.72579
5.0,1,243.727804
9.5,1,243.73078
9.5,1,243.732773
3.0,1,243.737755
11.5,1,243.73975
12.5,1,243.742762
2.0,1,243.744729
6.5,1,243.75069
12.5,1,243.752685
8.0,1,243.754679
5.5,1,243.757671
9.0,1,243.76269
8.0,1,243.764684
6.5,1,243.767676
6.5,1,243.769676
11.5,1,243.773632
5.5,1,243.776672
9.0,1,243.779614
8.0,1,243.781609
8.0,1,243.786629
9.5,1,243.788625
9.0,1,243.791607
2.5,1,243.793612
10.5,1,243.799563
6.5,1,243.801579
10.5,1,243.803573
9.0,1,243.806566
